ID	Label	Title	Citation (MLA)	Licence	Makers	Year of publication	Publisher	Published (Location and other publication information)	Language	Remarks	Scans	Holding archive	Handle	IIIF manifest	IIIF Info URL	Allmaps Geo 1	Allmaps Geo 2
32	Paramaribo 1916-17 vervaardigd door den Opnemingsdienst van Suriname		Paramaribo 1916-17, Vervaardigd Door Den Opnemingsdienst van Suriname. ’s-Gravenhage, Topographische Inrichting, 1920.		Opnemingsdienst van Suriname	1920	Topographische Inrichting	s-Gravenhage, Topographische Inrichting			1	UB Amsterdam	https://hdl.handle.net/11245/3.38611	https://uvaerfgoed.nl/viewer/api/v1/records/11245_3_38611/manifest/	https://images.uba.uva.nl/iiif/2/erfgoed!surinamica!2!2!1!990006521220205131!SURI01_Kaartenzl-62-14-26.jpg/info.json	https://annotations.allmaps.org/maps/a8b80690c8e2e4cb	https://annotations.allmaps.org/maps/5f85ef4e29065511
33	Paskaert van de rivieren van Suriname en Commewyne	Paskaert van de rivieren van Suriname en Commewyne met verschyde creken uyt de selve spruytende als Para, Surinoo en Cotteca ende ander meer gelyck die nu tegenwoordich bewoont werde		https://creativecommons.org/publicdomain/mark/1.0/	Hendrik Doncker	1688	Hendrik Doncker	Amsterdam : Doncker, [1678]	Dutch	Gegevens verzameld over de periode/Data collected over the period: 1678.	1	UB Leiden	http://hdl.handle.net/1887.1/item:1995551	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A1995551/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A1995551%7EJP2%7E8dd2333220d541fb607882acdea8079bdf8126722ecf233e0801676e152f37cb%7Edigitalc/info.json
34	Paskaert van de rivieren van Suriname en Commewyne	Paskaert van de rivieren van Suriname en Commewyne met verschyde creken uyt de selve spruytende als Para, Surinoo en Cotteca ende ander meer gelyck die nu tegenwoordich bewoont werde		https://creativecommons.org/publicdomain/mark/1.0/	Hendrik Doncker	1688	Hendrik Doncker	Amsterdam : Doncker, [approximately1688]	Dutch		1	UB Leiden	http://hdl.handle.net/1887.1/item:2013782	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013782/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013782%7EJP2%7E013d6a32760bce51f5435ca9ac7e36ea06b7a9623d30c3d7893a0fcc36348b29%7Edigitalc/info.json
35	Caerte van de rivieren van Suriname en Commowine	Caerte van de rivieren van Suriname en Commowine met der selver uytstroomende creecken, met alle de landen soo verre de selve bewoonde worden COLLBN 006-11-009  		https://creativecommons.org/publicdomain/mark/1.0/	Frederick de Wit	1688			Dutch	Under the title: De Rivier van Suriname is geleegen in Zuydt America in de Provincie van Guyana op de breedte van 6. graeden. Scale bar: twee hondert kettengen yder van 5 1/2 Roede Rynlants.	1	UB Leiden	http://hdl.handle.net/1887.1/item:2481433	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2481433/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2481433%7EJP2%7E98c14b1378bc0efc293e278af0ec934950acb8841e630f6befe54dfcf6596007%7Edigitalc/info.json
36	De kusten van Suraname van Marawini tot de Barbice	De kusten van Suraname van Marawini tot de Barbice vertoonende de nette en ware distantie der riviere COLLBN 003-08-028		https://creativecommons.org/publicdomain/mark/1.0/	Gerard van Keulen	1717	G. van Keulen aen de Nieuwen Brugh	tot Amsterdam : bij G. van Keulen aen de Nieuwen Brugh, 1717. 	Dutch	l. en r.o. gemerkt: Origineele.  In collection: [Collectie Van Keulen. verzameling van 330 getekende zeekaarten van de Atlantische Oceaan, de kusten van Europa, de Middellandse Zee, de kusten van West-Afrika, de kusten van Amerika en de Grote Oceaan	1	UB Leiden	http://hdl.handle.net/1887.1/item:130167	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A130167/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A130167%7EJP2%7Eec1f0dcd8c90701a3c39901f7d1d79658c741b0df139a7546446713623aab766%7Edigitalc/info.json
37	Land kaart van de land streeken Cottica Comowini en Suriname			https://creativecommons.org/publicdomain/mark/1.0/	A. Maars	1718			Dutch	Beschryvinge van de volk-plantinge Zuriname : vertonende de opkomst dier zelver colonie, de aanbouw en bewerkinge der zuiker-plantagien. Neffens den aard der eigene natuurlĳke inwoonders of Indianen; als ook de slaafsche Afrikaansche Mooren; deze beide natien haar levens-manieren, afgoden-dienst, regering, zeden ... / Door J.D. Hl. [J.D. Herlein], 1718	1	UB Leiden	http://hdl.handle.net/1887.1/item:2013482	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013482/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013482%7EJP2%7E6de9bc237bf55033e00be862006c95713067ce56f232f93d65828e9a4e3bb890%7Edigitalc/info.json
38	Pas-kaart vande rivieren Commewini, Suriname, Suramaca, Cupanama en Courantin	Pas-kaart vande rivieren Commewini, Suriname, Suramaca, Cupanama en Courantin vertoonende alle desselfs plantagie en wie deselve bezitten alles opt naukeurigste opgestelt			Gerard van Keulen	1728	Gerard van Keulen	Tot Amsterdam : by Gerard van Keulen, [ca. 1728]	Undetermined	Met Previlegie. Inzet: "Afteekening van 't inkomen van de rivier van Suriname int groot. Met 2 schaalstokken (Duytsche Mylen, Engelse en France Mylen.	1	UB Leiden	http://hdl.handle.net/1887.1/item:2013394	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013394/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013394%7EJP2%7Ec233c572561c29137b39eb5845761bb2cdc77695aab7b5d87d780f8f66cd8c85%7Edigitalc/info.json
39	Pas-kaart vande rivieren Commewini, Suriname, Suramaca, Cupanama en Courantin	Pas-kaart vande rivieren Commewini, Suriname, Suramaca, Cupanama en Courantin vertoonende alle desselfs plantagie en wie deselve bezitten alles opt naukeurigste opgestelt			Gerard van Keulen	1728	Gerard van Keulen	Tot Amsterdam : by Gerard van Keulen, [circa 1728]	Undetermined	Met Previlegie. Inzet: "Afteekening van 't inkomen van de rivier van Suriname int groot. Met 2 schaalstokken (Duytsche Mylen, Engelse en France Mylen.	1	UB Leiden	http://hdl.handle.net/1887.1/item:53096	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A53096/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A53096%7EJP2%7Ee7ff1726a95bf7d3a92807f46c3bc38b14fe4cf4c2cb0bd02e754a31345753a3%7Edigitalc/info.json
40	Afteekening van de Rivier Courantin	Afteekening van de Rivier Courantin. Aen de kust van Gujana. Leggende 32 Myl van Suriname en 7 1/2 Myl van Rio Barbice tussen byde 		https://creativecommons.org/publicdomain/mark/1.0/	Gerard van Keulen	1734			Dutch	Jona: The creator is said to have lived from 1678-1726, and the map was then published quite some time later, in 1734, so the map must have been already created some time before that.	1	UB Leiden	http://hdl.handle.net/1887.1/item:2013602	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013602/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013602%7EJP2%7E98134247d380d3dc29f66d3b54b2d64b7189b5133bf83d63332636434e424d37%7Edigitalc/info.json
41	Algemeene kaart van de Colonie of Provintie van Suriname	Algemeene kaart van de Colonie of Provintie van Suriname met de rivieren, districten, ontdekkingen door militaire togten en de grootte der gemeeten plantagien / COLLBN 006-11-010		https://creativecommons.org/publicdomain/mark/1.0/	Alexander de Lavaux. Hendrik de Leth	1758			Dutch	2 scale bars: Schaal van 1500 Kettingen a 66 voeten Rhynlands, en: Schaal van Agt Surinaamsche Mylen. 	1	UB Leiden	http://hdl.handle.net/1887.1/item:2481434	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2481434/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2481434%7EJP2%7E5c1c31868fce8d9e174010416bd1ee24ccb3536e0a37da954193a77e13a3c01d%7Edigitalc/info.json
42	Algemeene kaart van de Colonie of Provintie van Suriname	Algemeene kaart van de Colonie of Provintie van Suriname met de rivieren, districten, ontdekkingen door militaire togten en de grootte der gemeeten plantagien COLLBN 006-11-019		https://creativecommons.org/publicdomain/mark/1.0/	Alexander de Lavaux, Johannes (I). Covens, Cornelis Mortier	1758			Dutch	Inset: 1. [Kaart van de Guyana's] ; 2. Plan van de stad Paramaribo. 2 scale bars: Schaal van 1500 Kettingen a 66 voeten Rhynlands, and: Schaal van Agt Surinaamsche Mylen.	1	UB Leiden	http://hdl.handle.net/1887.1/item:3618828	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A3618828/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A3618828%7EJP2%7Ea6c38b2e28cb990b5e1fb3c834a1054db16c013b5bb0052f4efb7816c66a56fc%7Edigitalc/info.json
43	Landkaart van de Volkplantingen Suriname en Berbice			https://creativecommons.org/publicdomain/mark/1.0/		1758-1767	Isaak Tirion	[Amsterdam : Isaak Tirion], [tussen 1758-1767]	Dutch	Met schaalstok: "Zeemylen of uuren gaans van twintig in een graad" en: "Surinaamse mylen van elfhonderd Rynl. roeden"  Reference: Koeman, Bibliography printed maps Suriname, numbers 15; Koeman, Atlantes Neerlandici, deel 3,  Inzet: Ook in: Plan van de Stad Paramaribo (schaal [circa 1:15.000]; 14 x 18,5 cm) Hedendaagsche Historie of Tegenwoordige staat van Amerika	2	UB Leiden	http://hdl.handle.net/1887.1/item:52940	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A53021/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A52940%7EJP2%7E4dbdb4bed3eca1b8a07f6743bda04ddaa5dd51adfe8854735cf5bd5be6653738%7Edigitalc/info.json
44	Carte de la colonie de Surinam	Carte de la colonie de Surinam située dans l'Amérique Méridionale en terre ferme à six degrés de latitude septentrionale & à dixneuf degrés quinze minutes de longitude, avec toutes les rivières, criques &c			Alexander de Lavaux	1769	E. van Harrevelt	[Amsterdam : E. van Harrevelt], [1769]	French	Onder de titel: Sur la quelle on a numeroté toutes les habitations & leurs noms, comme on les trouvera dans la Liste Générale, qui suit immédiatement la dite carte: la quelle à été dressée d'après celle que messieurs de la Société de Surinam ont fait faire dans le pays.	1	UB Leiden	http://hdl.handle.net/1887.1/item:815664	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A815664/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A815664%7EJP2%7E0c7e7ca03e97fc013b858db0abb9d9dafc7734b29afd97dd6d1734d3317a9aa3%7Edigitalc/info.json
45	Caart van Suriname			https://creativecommons.org/publicdomain/mark/1.0/		1770			Dutch	Beschryving van Guiana, of de Wilde Kust, in Zuid-America, betreffende de aardrykskunde en historie des lands ... de bezittingen der Spanjaarden, Franschen en Portugeezen en voornaamelyk de volkplantingen der Nederlanderen, als Essequebo, Demerary, Berbice, Suriname, en derzelver rivieren, met de noodige kaarten en afbeeldingen der forten : waarby komt eene verhandeling over den aart en de gewoontes der neger-slaaven / alles uit echte stukken opgesteld door mr. Jan Jacob Hartsinck. - Te Amsterdam : by Gerrit Tielenburg, 1770. - Dl. II	1	UB Leiden	http://hdl.handle.net/1887.1/item:2013765	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013765/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013765%7EJP2%7E2710275c50f2f34fa9d548a9ceaf2d6dda77eb0024778515f5a8c7f11c91f72d%7Edigitalc/info.json
46	Plan de la ville de Paramaribo et de ses environs	Plan de la ville de Paramaribo et de ses environs, jusqu'au terrein de la société			J. van der Schley, Marc Michel Rey	1772	Marc Michel Rey	à Amsterdam : chez Marc Michel Rey, 1772	French	Legend.	1	UB Leiden	http://hdl.handle.net/1887.1/item:2013495	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013495/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013495%7EJP2%7E63aae046265d5375550ab49d8222a65614fe635b41d9e5912a943a1b7f46575d%7Edigitalc/info.json
47	Kaart van de kolonie Suriname	Kaart van de kolonie Suriname, een gedeelte van Guijana, Nederlandsche bezitting op het vasteland van Zuid-Amerika 		https://creativecommons.org/publicdomain/mark/1.0/	Ministerie van Oorlog ('s-Gravenhage), Topographisch Bureau, J. C. Heneman	1784	Gebroeders van Cleef	s-Gravenhage ; Gebroeders van Cleef, 1850 (['s-Gravenhage] : Topographisch Bureau van het Ministerie van Oorlog) 	Dutch	Schalen: Geographische of Duitsche mijlen van 15 op één graad; Hollandsche zee-mijlen van 20 op één graad of uren gaans; Engelsche en Fransche zee-mijlen van 60 op één graad; Kettingen ieder van 66 voeten Rijnlandsch; Nederlandsche roeden. In steen gegraveerd en gedrukt op het Top. Bureau van het Minches van Oorlog 1850. Legenda.  Reference Koeman, Bibliography printed maps Suriname, numbers 50  Inzet: Plan van Paramaribo, hoofdstad van Suriname (schaal [circa 1:13.500]; 19,5 x 27,5 cm)	9	UB Leiden	http://hdl.handle.net/1887.1/item:53016	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A53016/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A52999%7EJP2%7E4b16f33763a808bfaf18473c6df889f280ba2656624039c603ce6f0861ec15d4%7Edigitalc/info.json
48	Kaart van de kust van Guayana	Kaart van de kust van Guayana strekkende van Rio Koeroea tot Rio Suriname met alle droogtens en dieptens deszelver klippen en banken		https://creativecommons.org/publicdomain/mark/1.0/	Gerard Hulst van Keulen	1785			Dutch	Gegevens verzameld over de periode/Data collected over the period: 1785. Inset; 'T inkoomen van de rivier Marowyne. - Scale [ca. 1:100.000]	1	UB Leiden	http://hdl.handle.net/1887.1/item:2010703	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2010703/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2010703%7EJP2%7Ea4e49101f06ee8bf8ca837f02779c4edb54d32394594bf1c89779b43d8c27da3%7Edigitalc/info.json
49	Nieuwe special kaart van de colonie Suriname met de tot culture gebragt zijnde landen en plantagien	Nieuwe special kaart van de colonie Suriname met de tot culture gebragt zijnde landen en plantagien eerbiedigst opgedragen aan het Committe van de Bataafsche bezittingen in America en op de kust van Africa / COLLBN 053-15			J. H. Moseberg	1795-1799		Amsterdam : s.n., tussen 1795 en 1799]	Dutch	Lit.: C. Koeman, Bibliography of printed maps of Suriname 1671-1971 (Amsterdam 1973) vermeldt onder nr. 33 een latere editie uit 1801.	1	UB Leiden	http://hdl.handle.net/1887.1/item:3633336	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A3633336/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A3633336%7EJP2%7E0029bb77f30f1a74a532e9c7a97e2e958406bce9673a72fd140a0dbc8d1c2684%7Edigitalc/info.json
50	Kaart van Surinamen			https://creativecommons.org/publicdomain/mark/1.0/	John Gabriel Stedman	1800		[approximately 1800]			1	UB Leiden	http://hdl.handle.net/1887.1/item:2013296	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013296/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013296%7EJP2%7E74404b62aa741109bb9510b251ea50dcce5fe752b33d0433d7e952454f0478e5%7Edigitalc/info.json
51	A chart of the colony of Surinam	A chart of the colony of Surinam, on the coast of Guyana 		https://creativecommons.org/publicdomain/mark/1.0/	Robert Wilkinson	1800		Lewisham : C.G. Player ; 1800 	English		5	UB Leiden	http://hdl.handle.net/1887.1/item:52893	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A53030/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A52893%7EJP2%7E69d4e02b8f0e18b192ad3061e8a5e30ed0b5d860f931059856d765de8c963454%7Edigitalc/info.json
52	Nieuwe specialkaart van de colonie Suriname	Nieuwe specialkaart van de colonie Suriname met de tot culture gebragt zijnde landen en plantagien : eerbiedigst opgedragen aan alle geinteresseerdens op en ingezetenen der gemelde colonie		https://creativecommons.org/publicdomain/mark/1.0/	J. H. Moseberg	1801		[S.l. : s.n.], 1801	Dutch	Met namen en bijzonderheden der plantages.  Reference: Koeman, Bibliography printed maps Suriname, no. 33 [2e dr.]  Inzet: [Plattegrond van de stad Paramaribo en de voorstad Zeelandia] (39,5 x 31 cm)	1	UB Leiden	http://hdl.handle.net/1887.1/item:815168	-	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A815168%7EJP2%7E1b69858765bd35b3f9f6322931c378c2b6094d2e8d8a8b27fc59f73cd8a9d762%7Edigitalc/info.json
53	Platte grond van de stad Paramaribo	Platte grond van de stad Paramaribo zoo verre als dezelve tot het jaar 1804 door het Gouvernement aldaar is opgestelt		https://creativecommons.org/publicdomain/mark/1.0/	A. H. Hiemcke	1804		[Amsterdam], [1804]	Dutch	Met toelichting.  Reference: Koeman, Bibliography printed maps Suriname, numbers 231	1	UB Leiden	http://hdl.handle.net/1887.1/item:53112	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A53112/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A53112%7EJP2%7E19eaa8687d671d7a00cff5ea4dae5d31a5377c1dcb7def6ce6ab4766b1cbb564%7Edigitalc/info.json
54	Colonie Surinaame	Colonie Surinaame Deze Denerale kaart der voormelde colonie COLLBN 053-51		https://creativecommons.org/publicdomain/mark/1.0/	Helmuth Hendrik Hiemcke	1830			Dutch	With a legend: “Mijlen-Wijzer”. With an inset (24 x 27.5 cm): “Plan der stad Paramaribo”. With 1 bar scale: Schaal van 50 Kettingen Rhijnlant maa't 50 = 7.1 cm. With a compass rose in the middle of the map. The north of the map is at the bottom. With several remarks.	9	UB Leiden	http://hdl.handle.net/1887.1/item:3753552	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A3753552/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A3753541%7EJP2%7E2947a1ec9670022ef7f2ae63aa97cbee79ee1f9c898b065ef77ff631fb897b72%7Edigitalc/info.json
55	Colonie Surinaame	Colonie Surinaame Deze Denerale kaart der voormelde colonie COLLBN 053-52		https://creativecommons.org/publicdomain/mark/1.0/		1830			Dutch	With a legend: “Mijlen-Wijzer”. With an inset (24 x 27.5 cm): “Plan der stad Paramaribo”. With 1 bar scale: Schaal van 50 Kettingen Rhijnlant maa't 50 = 7.1 cm. With a compass rose in the middle of the map. The north of the map is at the bottom. With several remarks.	9	UB Leiden	http://hdl.handle.net/1887.1/item:3753541	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A3753552/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A3753541%7EJP2%7E2947a1ec9670022ef7f2ae63aa97cbee79ee1f9c898b065ef77ff631fb897b72%7Edigitalc/info.json
56	Generale kaart der kolonie Suriname (oost)	Generale kaart der Kolonie Suriname hoofdzakelijk voorstellende de tegenwoordige bebouwing dier kolonie		https://creativecommons.org/publicdomain/mark/1.0/	Mabé Teenstra	1832		[Place of publication not identified] : Dl. Veelwaard en Zoon sculpt, 1835	Dutch	Gegevens verzameld over de periode/Data collected over the period: 1832. De nummers in de de plantages worden nader beschreven in het bijbehorende boek.  In: De landbouw in de kolonie Suriname : voorafgegaan door eenegeschied- en natuurkundige beschouwing dier kolonie	2	UB Leiden	http://hdl.handle.net/1887.1/item:2012483	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013193/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2012483%7EJP2%7E1d77f9ab0ee587b9ed516f5780c80e02821b450151ce8d050b91ac9d7d79725b%7Edigitalc/info.json
57	Generale kaart der kolonie Suriname (west)	Generale kaart der kolonie Suriname hoofdzakelijk voorstellende de tegenwoordige bebouwing dier kolonie, COLLBN Port 63 N 77		https://creativecommons.org/publicdomain/mark/1.0/	Mabé Teenstra	1832			Dutch	Scale bar (Westelijk gedeelte): Schaal van 40.000 Nederlandsche ellen; (Oostelijk gedeelte): Schaal van 2.000 Kettingen a 5 1/2 Roeden Rhijnl.  Also in: M.D. Teenstra, De landbouw in de kolonie Suriname	1	UB Leiden	http://hdl.handle.net/1887.1/item:2013561	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013561/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013561%7EJP2%7Eb8e7208531fde2c1b051548dc8dea5cb898a51e8588fad0e2782092b00a34c64%7Edigitalc/info.json
58	Kaart van het westelijke gedeelte der kolonie Suriname	Kaart van het westelijke gedeelte der kolonie Suriname, of van het Opper en Neder-distrikt Niekerie met aanwijzing der tot heden in cultuur gebragte landen, en den binnenlandschen doortogt naar de Post Niekerie		https://creativecommons.org/publicdomain/mark/1.0/	A. M. Abrahams	1840		[Place of publication not identified], [ca.1840]	Dutch	Gegevens verzameld over de periode/Data collected over the period: 1840.  Reference: Koeman, Bibliography printed maps Suriname, no. 158	1	UB Leiden	http://hdl.handle.net/1887.1/item:1996774	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A1996774/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A1996774%7EJP2%7E5231f9d4cb10643a68516d05da95c26e284789e804ca149b3936a94fd776a23f%7Edigitalc/info.json
59	De kolonie Surinamen of Hollandsch Guyana			https://creativecommons.org/publicdomain/mark/1.0/		1845			Dutch		1	UB Leiden	http://hdl.handle.net/1887.1/item:2013939	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013939/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013939%7EJP2%7E1f26692b455557a4b1fd77ff50e7dbe5aa939cdcaaa981ff1d2a2bb7fd607d0a%7Edigitalc/info.json
60	La Guyane néerlandaise			https://creativecommons.org/publicdomain/mark/1.0/	P. Melvill van Carnbée, Désiré Heyse	1846			French	par P. Melvill de Carnbee] ; gravé par D. Heyse à la Haye.	1	UB Leiden	http://hdl.handle.net/1887.1/item:2013986	https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A2013986/manifest	https://digitalcollections.universiteitleiden.nl/iiif/2/item%3A2013986%7EJP2%7E9faadbbc5115c225318b34168e6d4c46488ebf10fd57aff26cb76af00e19c640%7Edigitalc/info.json
